address,postal_code,capacity,city,close,cost_per_unit,country,latitude,longitude,open,payment_modes,staff,available,charger_type,"if_battery_swap_station,_no._of_dockets",id,vendor,charging_type,contact_number,name,coordinates,timing,no_of_chargers,station_type
"NDMC Parking, \xa0Near Ferns n Petals, Near BPCL Petrol Pump, \xa0C Block RR5, Connaught Place, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.634422,77.220852,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.634422, 'longitude': 77.220852}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Outside Iqbal Bros., \xa0G1, Block G, Connaught Place, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.633841,77.217664,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.633841, 'longitude': 77.217664}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Near Croma, D Block RR5, \xa0Opposite BPCL Petrol Pump, \xa0Connaught Place, New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.634388,77.221038,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.634388, 'longitude': 77.221038}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Next to PVR Plaza, \xa0H Block RR4, Connaught Place, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,10.0,India,28.63491,77.219522,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.63491, 'longitude': 77.219522}",00:00:00 - 23:59:00,1.0,Charging Station
"Outside Bharat Sanchar Bhawan, Ashoke Road, Janpath, New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.621724,77.219286,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.621724, 'longitude': 77.219286}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Outside Jain Bhawan, \xa0Shaheed Bhagat Singh Marg, Gole Market, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.633614,77.207691,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.633614, 'longitude': 77.207691}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Outside Standard Chartered Bank, \xa0Sardar Patel Bhawan, Sansad Marg, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.624419,77.213718,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.624419, 'longitude': 77.213718}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Side of Hotel Claridges, \xa0Tees January Marg, \xa0Dr. APJ Abdul Kalam Road, \xa0New Delhi- 110003",110003.0,15 KW,Delhi,23:59:00,9.5,India,28.600234,77.2135299,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.600234, 'longitude': 77.2135299}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Back of Hotel Claridges, \xa0Tees January Marg, \xa0Dr. APJ Abdul Kalam Road, \xa0New Delhi- 110003",110003.0,15 KW,Delhi,23:59:00,9.5,India,28.601118,77.2136033,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.601118, 'longitude': 77.2136033}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Gate No. 1, Lodhi Gardens, Lodhi Estate, Lodhi Road, \xa0New Delhi- \xa0110003",110003.0,15 KW,Delhi,23:59:00,9.5,India,28.59031055,77.2201632,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.59031055, 'longitude': 77.2201632}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Gate No. 1, Lodhi Gardens, Lodhi Estate, Lodhi Road, \xa0New Delhi- \xa0110003",110003.0,15 KW,Delhi,23:59:00,9.5,India,28.59031055,77.2201632,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.59031055, 'longitude': 77.2201632}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Charak Palika Hospital, C 7 Lane, Moti Bagh 1, Block F, Moti Bagh, New Delhi- 110021",110021.0,15 KW,Delhi,23:59:00,9.5,India,28.585367,77.17755,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.585367, 'longitude': 77.17755}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Charak Palika Hospital, C 7 Lane, Moti Bagh 1, Block F, Moti Bagh, New Delhi- 110021",110021.0,15 KW,Delhi,23:59:00,9.5,India,28.585367,77.17755,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.585367, 'longitude': 77.17755}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Dilli Haat, West Kidwai Nagar, \xa0New Delhi- 110023",110023.0,15 KW,Delhi,23:59:00,9.5,India,28.572793,77.208662,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.572793, 'longitude': 77.208662}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Akashwani Bhawan, \xa0Sansad Marg Road, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.622656,77.210994,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.622656, 'longitude': 77.210994}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Talkatora Garden, \xa0President Estate, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.62203994,77.19486661,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.62203994, 'longitude': 77.19486661}",00:00:00 - 23:59:00,1.0,Charging Station
"NDMC Parking, \xa0Talkatora Garden, \xa0President Estate, \xa0New Delhi- 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.62203994,77.19486661,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.62203994, 'longitude': 77.19486661}",00:00:00 - 23:59:00,1.0,Charging Station
"Palika Maternity Hospital, Block 11, Lodhi Colony, Near Khanna Market, New Delhi 110003",110003.0,15 KW,Delhi,23:59:00,9.5,India,28.583518,77.222057,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.583518, 'longitude': 77.222057}",00:00:00 - 23:59:00,1.0,Charging Station
"PSOI Club, Chanakyapuri, New Delhi 110021",110021.0,15 KW,Delhi,23:59:00,9.5,India,28.586638,77.193352,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.586638, 'longitude': 77.193352}",00:00:00 - 23:59:00,1.0,Charging Station
"PSOI Club, Chanakyapuri, New Delhi 110021",110021.0,15 KW,Delhi,23:59:00,9.5,India,28.586638,77.193352,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.586638, 'longitude': 77.193352}",00:00:00 - 23:59:00,1.0,Charging Station
"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.61817712,77.21258998,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.61817712, 'longitude': 77.21258998}",00:00:00 - 23:59:00,1.0,Charging Station
"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.61817712,77.21258998,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.61817712, 'longitude': 77.21258998}",00:00:00 - 23:59:00,1.0,Charging Station
"Opposite IVORY Mart, F Block, Inner Circle, Connaught Place, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.63388,77.221078,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.63388, 'longitude': 77.221078}",00:00:00 - 23:59:00,1.0,Charging Station
"Near Snow White, Block D, Inner Circle, Connaught Place, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.63388,77.221078,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.63388, 'longitude': 77.221078}",00:00:00 - 23:59:00,1.0,Charging Station
"Outside Van Heusen Showroom, Block C, Inner Circle, Connaught Place, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.634137,77.220382,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.634137, 'longitude': 77.220382}",00:00:00 - 23:59:00,1.0,Charging Station
"Opposite ICICI Bank, Janpath, New Delhi",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.628528,77.21946,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.628528, 'longitude': 77.21946}",00:00:00 - 23:59:00,1.0,Charging Station
"Near Woodland Showroom, Block B, Inner Circle, Connaught Place, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.634371,77.2195,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.634371, 'longitude': 77.2195}",00:00:00 - 23:59:00,1.0,Charging Station
"Near ICICI Bank/Metro Gate No. 7 & 8, Block A, Inner Circle, Connaught Place, New Delhi 110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.63242,77.218068,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.63242, 'longitude': 77.218068}",00:00:00 - 23:59:00,1.0,Charging Station
"Gopal Das Building, Barakhamba Road, Connaught Lane, Barakhamba, New Delhi110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.631121,77.221654,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.631121, 'longitude': 77.221654}",00:00:00 - 23:59:00,1.0,Charging Station
"ICCI, FICCI Chowk, Mandi House, Todermal Road Area, Mandi House, New Delhi110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.626695,77.231943,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.626695, 'longitude': 77.231943}",00:00:00 - 23:59:00,1.0,Charging Station
"Press Club of India, 1, Raisina Road, Windsor Place, New Delhi110001",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.617517,77.213919,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.617517, 'longitude': 77.213919}",00:00:00 - 23:59:00,1.0,Charging Station
"Laxmi Bai Market, Safderjung Flyover, New Delhi",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.577999,77.209521,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.577999, 'longitude': 77.209521}",00:00:00 - 23:59:00,1.0,Charging Station
"Opposite Fab India, Janpath Rd, Atul Grove Road, Janpath, Connaught Place, New Delhi",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.627546,77.219769,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.627546, 'longitude': 77.219769}",00:00:00 - 23:59:00,1.0,Charging Station
Talkatora Stadium Presidents Estate New Delhi 110004,110004.0,15 KW,Delhi,23:59:00,9.5,India,28.62575342,77.19453,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.62575342, 'longitude': 77.19453}",00:00:00 - 23:59:00,1.0,Charging Station
Talkatora Stadium Presidents Estate New Delhi 110004,110004.0,15 KW,Delhi,23:59:00,9.5,India,28.62575342,77.19453,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.62575342, 'longitude': 77.19453}",00:00:00 - 23:59:00,1.0,Charging Station
"Outside UCO Bank, Block H, RR3, Connaught Place, New Delhi",110001.0,15 KW,Delhi,23:59:00,9.5,India,28.63407,77.217683,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.63407, 'longitude': 77.217683}",00:00:00 - 23:59:00,1.0,Charging Station
"Yashwant Place, Chanakyapuri, New Delhi- 110021",110021.0,15 KW,Delhi,23:59:00,9.5,India,28.585492,77.191634,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.585492, 'longitude': 77.191634}",00:00:00 - 23:59:00,1.0,Charging Station
"Block N, Greater Kailash I, Greater Kailash, New Delhi, Delhi",110048.0,15 KW,Delhi,23:59:00,9.5,India,28.55667773,77.2326006,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.55667773, 'longitude': 77.2326006}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, B6, Safderjung Enclave",110016.0,15 KW,Delhi,23:59:00,10.0,India,28.558938,77.19631,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.558938, 'longitude': 77.19631}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",110016.0,15 KW,Delhi,23:59:00,10.0,India,28.546273,77.19711,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.546273, 'longitude': 77.19711}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",110016.0,3.3 KW,Delhi,23:59:00,10.0,India,28.546273,77.19711,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,BEVC-AC001,,,EESL,Charging,,,"{'latitude': 28.546273, 'longitude': 77.19711}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",110016.0,3.3 KW,Delhi,23:59:00,10.0,India,28.546273,77.19711,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,BEVC-AC001,,,EESL,Charging,,,"{'latitude': 28.546273, 'longitude': 77.19711}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",110016.0,3.3 KW,Delhi,23:59:00,10.0,India,28.546273,77.19711,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,BEVC-AC001,,,EESL,Charging,,,"{'latitude': 28.546273, 'longitude': 77.19711}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016",110016.0,15 KW,Delhi,23:59:00,10.0,India,28.55205918,77.20325422,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.55205918, 'longitude': 77.20325422}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, R Block, GK-1, DELHI-110016",110016.0,15 KW,Delhi,23:59:00,10.0,India,28.547217,77.244324,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.547217, 'longitude': 77.244324}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, R Block, GK-1, DELHI-110016",110016.0,3.3 KW,Delhi,23:59:00,10.0,India,28.547217,77.244324,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,BEVC-AC001,,,EESL,Charging,,,"{'latitude': 28.547217, 'longitude': 77.244324}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, R Block, GK-1, DELHI-110016",110016.0,3.3 KW,Delhi,23:59:00,10.0,India,28.547217,77.244324,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,BEVC-AC001,,,EESL,Charging,,,"{'latitude': 28.547217, 'longitude': 77.244324}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, R Block, GK-1, DELHI-110016",110016.0,3.3 KW,Delhi,23:59:00,10.0,India,28.547217,77.244324,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,BEVC-AC001,,,EESL,Charging,,,"{'latitude': 28.547217, 'longitude': 77.244324}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Main Market Malviya Nagar, New Delhi",110017.0,15 KW,Delhi,23:59:00,10.0,India,28.531006,77.208693,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.531006, 'longitude': 77.208693}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Main Market Malviya Nagar, New Delhi",110017.0,15 KW,Delhi,23:59:00,10.0,India,28.531006,77.208693,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.531006, 'longitude': 77.208693}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Near Gold Gym, PVR Priya, Vasant Vihar, New Delhi",110057.0,15 KW,Delhi,23:59:00,10.0,India,28.558244,77.16444,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.558244, 'longitude': 77.16444}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Near Gold Gym, PVR Priya, Vasant Vihar, New Delhi",110057.0,15 KW,Delhi,23:59:00,10.0,India,28.558244,77.16444,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.558244, 'longitude': 77.16444}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Feroze Gandhi Road, Lajpat Nagar, New Delhi",110024.0,15 KW,Delhi,23:59:00,10.0,India,28.56793,77.242612,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.56793, 'longitude': 77.242612}",00:00:00 - 23:59:00,1.0,Charging Station
"Double Story Market, Maherchand Lodhi Road, New Delhi - 110003",110003.0,15 KW,Delhi,23:59:00,10.0,India,28.58107736,77.22719863,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.58107736, 'longitude': 77.22719863}",00:00:00 - 23:59:00,1.0,Charging Station
"SDMC Parking, Veer Savarkar Marg Lajpat Nagar, New Delhi - 110024",110024.0,15 KW,Delhi,23:59:00,10.0,India,28.569119,77.244011,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.569119, 'longitude': 77.244011}",00:00:00 - 23:59:00,1.0,Charging Station
"EESL, Hauz Khas Village, SDMC Parking, New Delhi",110016.0,15 KW,Delhi,23:59:00,10.0,India,28.55446993,77.19563012,00:00:00,Payment Gateway/e-Wallet,Unstaffed,1.0,DC-001,,,EESL,Charging,,,"{'latitude': 28.55446993, 'longitude': 77.19563012}",00:00:00 - 23:59:00,1.0,Charging Station
"Eros Corporate Tower, Parking Level 6, Nehru Place",110019.0,15 kW,Delhi,23:59:00,12.0,India,28.5505606169718,77.2516973879642,,,Staffed,36.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5505606169718, 'longitude': 77.2516973879642}", - 23:59:00,36.0,Charging Station
"Vasant Square Mall, Basement 2, Vasant Kunj",110070.0,15 kW,Delhi,23:59:00,12.0,India,28.5251032131293,77.1565795921103,,,Staffed,18.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5251032131293, 'longitude': 77.1565795921103}", - 23:59:00,18.0,Charging Station
"Farm House -24 Kapashera Estate, Kapashera",110097.0,15 kW,Delhi,23:59:00,12.0,India,28.5229164944631,77.0890678417782,,,Staffed,26.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5229164944631, 'longitude': 77.0890678417782}", - 23:59:00,26.0,Charging Station
"MLCP, Terminal 3, IGIA",110037.0,15 kW,Delhi,23:59:00,12.0,India,28.5548755771398,77.0882809833185,,,Staffed,10.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5548755771398, 'longitude': 77.0882809833185}", - 23:59:00,10.0,Charging Station
NDSE Grid - South Ext,110049.0,15 kW,Delhi,23:59:00,12.0,India,28.5681203412086,77.2199439691884,,,Unstaffed,2.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5681203412086, 'longitude': 77.2199439691884}", - 23:59:00,2.0,Charging Station
"BSES Bhawan, Nehru Place",110019.0,15 kW,Delhi,23:59:00,12.0,India,28.5496742373089,77.2546128121537,,,Unstaffed,1.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5496742373089, 'longitude': 77.2546128121537}", - 23:59:00,1.0,Charging Station
"Reliance Mall, Sec 13, Dwarka",110075.0,15 kW,Delhi,23:59:00,12.0,India,28.5982349605383,77.0335573526397,,,Staffed,34.0,BEVC DC 001,,,Blusmart,Charging,,,"{'latitude': 28.5982349605383, 'longitude': 77.0335573526397}", - 23:59:00,34.0,Charging Station
"Reliance Mall, Sec 13, Dwarka",110075.0,30 KW,Delhi,23:59:00,12.0,India,28.5982349605383,77.0335573526397,,,Staffed,2.0,CCS Type 2 DC Charger,,,Blusmart,Charging,,,"{'latitude': 28.5982349605383, 'longitude': 77.0335573526397}", - 23:59:00,2.0,Charging Station
"B 102, Panchsheel Vihar, near Apj School, Sheikh Sarai Phase 1, Sheikh Sarai, New Delhi, Delhi 110017",110017.0,7,Delhi,23:59:00,15.0,India,28.5360962,77.2231022,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,61689652883624,EFILL,Charging,,,"{'latitude': 28.5360962, 'longitude': 77.2231022}",00:00:00 - 23:59:00,1.0,Charging Station
"Near MRL school Prakash Vihar, Karawal Nagar, Delhi, 110094",110094.0,7,Delhi,1900-01-01 23:59:00,15.0,India,28.73396,77.26943,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,29461772097192,EFILL,Charging,,,"{'latitude': 28.73396, 'longitude': 77.26943}",00:00:00 - 1900-01-01 23:59:00,1.0,Charging Station
"Plot No 550, Gali Number D-18 Chhatarpur Pahari, Main 100 Feet Rd, New Delhi, Delhi 110074",110074.0,7,Delhi,1900-01-02 23:59:00,15.0,India,28.5079196,77.1850728,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,61060063997737,EFILL,Charging,,,"{'latitude': 28.5079196, 'longitude': 77.1850728}",00:00:00 - 1900-01-02 23:59:00,1.0,Charging Station
"D-99, Sector-5, DISIDC Bawana Industrial Area, Delhi-110039",110039.0,7,Delhi,1900-01-03 23:59:00,15.0,India,28.7981025,77.080616,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,29461793276823,EFILL,Charging,,,"{'latitude': 28.7981025, 'longitude': 77.080616}",00:00:00 - 1900-01-03 23:59:00,1.0,Charging Station
"Police Station, B-80, Maya Puri Industrial Area Phase-1, Behind Maya Puri, New Delhi- 110064",110064.0,7,Delhi,1900-01-05 23:59:00,15.0,India,28.6260376,77.1221717,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,84702783670075,EFILL,Charging,,,"{'latitude': 28.6260376, 'longitude': 77.1221717}",00:00:00 - 1900-01-05 23:59:00,1.0,Charging Station
"\xa0E-127, near RYAN SECHOOL, Prahlad Vihar, Sector 25, Rohini, Delhi, 110042",110042.0,7,Delhi,1900-01-06 23:59:00,15.0,India,28.7378801,77.0899587,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,61689703604518,EFILL,Charging,,,"{'latitude': 28.7378801, 'longitude': 77.0899587}",00:00:00 - 1900-01-06 23:59:00,1.0,Charging Station
"Plot No.4, Opp Kanishka Farm, Near Rama Vihar Bus stand Main Kanjhawala Road, Delhi -110081",110081.0,7,Delhi,1900-01-07 23:59:00,15.0,India,28.72842,77.04717,00:00:00,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet",unstaffed,1.0,TYPE - 2,Nil,29461822359334,EFILL,Charging,,,"{'latitude': 28.72842, 'longitude': 77.04717}",00:00:00 - 1900-01-07 23:59:00,1.0,Charging Station
